filename,speaker,type,subtype,command,duration_sec,sample_rate,sha256
S1_LEG_C2_02.wav,S1,LEG,legitimate,C2,6.249,16000,a5ca1fca1205ecbb2258141a5c84a7d281f65472ad41cd69b1fdd62bb0eea01c
S1_LEG_C2_03.wav,S1,LEG,legitimate,C2,5.737,16000,867341247028aeb3ff3640e2f8c1c15552761d1275d1dda49411b4134afd627d
S1_LEG_C2_04.wav,S1,LEG,legitimate,C2,5.225,16000,69af11820a668c965faf4516488a12b16b26d5bd2f8181368b3781f17e1c2ab9
S1_LEG_C2_05.wav,S1,LEG,legitimate,C2,5.225,16000,75962acc985df241fcc37fcfe546634635141eee0bac8e6c04fcf3926e7e94dd
S1_LEG_C2_06.wav,S1,LEG,legitimate,C2,4.628,16000,06b9eca79e03ba1c619f6b3cc6fa21ab25672c2115e78b32b01b3d766cd975c5
S1_LEG_C2_07.wav,S1,LEG,legitimate,C2,4.116,16000,ac8433c3b8da18532bc0d8037a1ce655caffb7a548b9657e7e40a7f49b63976e
S1_LEG_C2_08.wav,S1,LEG,legitimate,C2,5.055,16000,242f34e77ebe824f4a8ffd1416a6ba7e9b0077d52df4c829a89c45fc64977ae0
S1_LEG_C2_09.wav,S1,LEG,legitimate,C2,5.567,16000,2d877e0b3d032db737ab8fc2e912a55ffdd8ca698c8df926b87566892e635935
S1_LEG_C2_10.wav,S1,LEG,legitimate,C2,6.591,16000,4941584b35be9c78e228e08ead9b0fb716e9418736a1a6b131f8beb385239968
S1_LEG_C2_11.wav,S1,LEG,legitimate,C2,5.652,16000,ebdd12ec9b78d718f9f5612908bb84b929d34b6bf3fc495cc8166ed06cacc4a7
S1_LEG_C2_12.wav,S1,LEG,legitimate,C2,5.567,16000,3a6510e768142921af1cb9c03f4b8b482b72079ab0b424f2e057784f41fa57f6
S1_LEG_C2_13.wav,S1,LEG,legitimate,C2,4.628,16000,87cbbb3fcfc802ba686845ff1437b9b1cc6c8b971085e2b0420666a058ed5f6f
S1_LEG_C2_14.wav,S1,LEG,legitimate,C2,3.86,16000,ef33e84dbe2597470ccfcbe23d110501e268b61a3ab11920e8963f006fdaccb1
S1_LEG_C2_15.wav,S1,LEG,legitimate,C2,5.14,16000,c2ab87978ad8e6d54dc4ab40384a6d960ce7a7bed95008b9963eee627117ff3f
S1_LEG_C3_01.wav,S1,LEG,legitimate,C3,4.543,16000,21592ea19dcec677a8311b113ae8f369ef7a8dbf2ae81efb562ee3e93d5b6ad7
S1_LEG_C3_02.wav,S1,LEG,legitimate,C3,4.116,16000,800edbd33413482f0852d489bf95efa55fa84eafad14a8132cf47d201c051d6a
S1_LEG_C3_03.wav,S1,LEG,legitimate,C3,4.372,16000,ca44be3fee2f4b8e74b6b1b4a2913693081a28c116900d3d8a0b8087aa7a693f
S1_LEG_C3_04.wav,S1,LEG,legitimate,C3,4.543,16000,b9bd6b65c8ec41da1a7c423a3b0ffbde05aa3fde4f5bd372bba69dac1391a0d2
S1_LEG_C3_05.wav,S1,LEG,legitimate,C3,4.628,16000,0beabbd848039c782263cab4aa0548670e83258d9f42b674ae4aa8c3563fffa2
S1_LEG_C3_06.wav,S1,LEG,legitimate,C3,4.372,16000,3fff0fe534b7bfab934d3c43af8e4407eb14df3ae5ea1da8113706fd8f8738f0
S1_LEG_C3_07.wav,S1,LEG,legitimate,C3,4.543,16000,b06e78b305ffac09f891135e1117afe9020af5f9682d8c76eec57816a6650061
S1_LEG_C3_08.wav,S1,LEG,legitimate,C3,5.481,16000,51bb7a865024cd510d8b8583f521e41456d7d659f1c5a0b433c0a0de19ed9725
S1_LEG_C3_09.wav,S1,LEG,legitimate,C3,4.287,16000,5ff4d073b0bd4786c81f0816a927f85cefae35109aeb1f5170f9c85f1e7f3795
S1_LEG_C3_10.wav,S1,LEG,legitimate,C3,4.116,16000,fe1eb901fb94d833156be34c93dec908debcc5e3a84f5ca8a67350401a149f22
S1_LEG_C3_11.wav,S1,LEG,legitimate,C3,4.457,16000,1074394aa8e33c7a17898c862dd9babed0813a3fc300b695c0f3369734d7ed2b
S1_LEG_C3_12.wav,S1,LEG,legitimate,C3,4.969,16000,bc34fe407d1f17be5a02bc2254d87fd4a08e7abccd26c843a63cf1ea55d4d2fa
S1_LEG_C3_13.wav,S1,LEG,legitimate,C3,4.457,16000,16ffdcb026f7e91d3ca864708c9f2fb1454fdc7f4714703cc53ffc7d78d48413
S1_LEG_C3_14.wav,S1,LEG,legitimate,C3,4.969,16000,0ba62f35a419d64b7430c38897ac49bedcc2e1e91e37823d62580ed187e2c31f
S1_LEG_C3_15.wav,S1,LEG,legitimate,C3,6.079,16000,b3670b31e8a1b952e86ab84e02744994c6986046299b5dfb6cb6f52dd6ec0b4f
S2_IMP_C1_01.wav,S2,IMP,direct_claim,C1,5.823,16000,a18c19deeb9b9a9835b7775b8e93bc3fb84e50cdd5481e6a783eea78d896bd9a
S2_IMP_C1_02.wav,S2,IMP,direct_claim,C1,5.823,16000,a75fe9a6b0b6901f125d97a336d030e73cc0a6d322b4f92749715d7efc968882
S2_IMP_C1_03.wav,S2,IMP,direct_claim,C1,6.505,16000,ff14fec15f3801065f0a1000e60f881fd31c0f5a14f10d0eac300cc0a3d8d24c
S2_IMP_C1_04.wav,S2,IMP,direct_claim,C1,6.847,16000,b65881259a9d2fd2846131e0c310fbd9b884855fd30ff3a779aad5ce59163ba6
S2_IMP_C1_05.wav,S2,IMP,direct_claim,C1,5.652,16000,ac98f3498b9bc60b30219a719df4fa8a18f17f61481d2fefc62c881377bf444d
S2_IMP_C1_06.wav,S2,IMP,direct_claim,C1,6.676,16000,09d1d2b930623e238ec8f53d416c9d9a253bebdcdad8c1db8fd82020204c37c4
S2_IMP_C1_07.wav,S2,IMP,direct_claim,C1,7.273,16000,2fa46707214d8337a57f5e38e1b7b1c6d36abbe6bfdafc67e2cb511163b7f8d9
S2_IMP_C1_08.wav,S2,IMP,direct_claim,C1,7.103,16000,ab5efed76896744346f0ba0cd8bcca0a211e4aa46b4d7aab10418dc6f9ba230e
S2_IMP_C1_09.wav,S2,IMP,direct_claim,C1,6.249,16000,98ba9502afabdb261681e23643912af4baccbcacd060c853b59d8b643a53d65a
S2_IMP_C1_10.wav,S2,IMP,direct_claim,C1,5.652,16000,d4089490b02f71e4973a64bdf56e0f9fce596a8d07ba16f21d2385a02a0770d6
S2_IMP_C2_01.wav,S2,IMP,direct_claim,C2,5.396,16000,266634bca94b5eed003365904eba5cf49b6f54e295377e205c70d2764d848639
S2_IMP_C2_02.wav,S2,IMP,direct_claim,C2,5.908,16000,c684fee6746643ea9da6f3509a6cb133f310ecb1fc922810719a245d8d2de6ba
S2_IMP_C2_03.wav,S2,IMP,direct_claim,C2,9.663,16000,19a17a7a47f164ecf3acd0f6d48edd0ff0c97289f2958f48fa8e809414439938
S2_IMP_C2_04.wav,S2,IMP,direct_claim,C2,10.772,16000,559894c0c9f0f935ea8eb7cab41c90186b667bd949f4cc6dbacbd24633b6fcf5
S2_IMP_C2_05.wav,S2,IMP,direct_claim,C2,5.311,16000,65cf4c01a94d266869ca0098b4667281bd08d43f803574f7ba1f8d0cad220590
S2_IMP_C2_06.wav,S2,IMP,direct_claim,C2,8.212,16000,6f85ae4721da9d1ae16956e99223487333259305fb4b1c6fb7890801abc5a26a
S2_IMP_C2_07.wav,S2,IMP,direct_claim,C2,8.639,16000,2a4320813656356e449576f632313cd4b2ff58d9564f3dfa0aff8f9d1073796b
S2_IMP_C2_08.wav,S2,IMP,direct_claim,C2,10.089,16000,5f3239dcdcfdbdd1f309c7243ebcbdf223c784853b77823db421a77ff44f6295
S2_IMP_C2_09.wav,S2,IMP,direct_claim,C2,6.164,16000,8557805cabc25224ade7796460ccc9d7a9e838fbc8900d58a53b8d87b5f73f36
S2_IMP_C2_10.wav,S2,IMP,direct_claim,C2,9.407,16000,bc6d4ebdd7a63ee08bc0cac4139f66f0ca9cc5d38df1815ebac52fdd05f23c37
S2_IMP_C3_01.wav,S2,IMP,direct_claim,C3,4.457,16000,f095792797ec2284af74c4d5e3dad4d881f300556d33b03a94508f8d6be89fa9
S2_IMP_C3_02.wav,S2,IMP,direct_claim,C3,5.737,16000,4af70dca1be404a26fa4b4a9301d795f49f769dd8ac8ab0c52d3c6568d2f234c
S2_IMP_C3_03.wav,S2,IMP,direct_claim,C3,4.969,16000,3f6eda3de127f4195cba506f186e88456c9efce783a550dec43166ffc0f530fd
S2_IMP_C3_04.wav,S2,IMP,direct_claim,C3,6.505,16000,66a414e9a6c83c7a3ba4a7e404eea9151268b5eb5c0731f6d927547c96350410
S2_IMP_C3_05.wav,S2,IMP,direct_claim,C3,5.567,16000,a542195865f6a54f370db0a9be5931fba6a367e7342ec80abb865e1a6d2f8be6
S2_IMP_C3_06.wav,S2,IMP,direct_claim,C3,5.993,16000,377285f113519d8eec3d4670036de775e6cb0c82c68ef7603592b39ebeb31601
S2_IMP_C3_07.wav,S2,IMP,direct_claim,C3,4.969,16000,374d17fa93fa0a1bf3ef622e78b8c1503625d4b1f15c0d85e9a15a2465066edd
S2_IMP_C3_08.wav,S2,IMP,direct_claim,C3,6.164,16000,861a3af6f710419d201c6ca30e6ccc9dc262ab6f4aa71afe03396a34cd540102
S2_IMP_C3_09.wav,S2,IMP,direct_claim,C3,5.737,16000,21398102067365b9a7d3a2f5c51a15d6f3f8c6ea2b98005819c84fb608e2b92a
S2_IMP_C3_10.wav,S2,IMP,direct_claim,C3,5.652,16000,668917080b77ab48f529a18b9ae047d95d98c82c682ef1f779ed3ad751bd4c5c
S3_MAN_C1_01.wav,S3,MAN,urgency,C1,10.857,16000,d2498fcb2fc8cae9229a3a805ed8c8f7768de4aa178f01fa0250761a57bd2a55
S3_MAN_C1_02.wav,S3,MAN,authority_pressure,C1,11.711,16000,6e6f9803c16dafeb3e3d2ba63fcbcaa863e1736853e2d22f8835f1c797e4f283
S3_MAN_C1_03.wav,S3,MAN,urgency,C1,12.137,16000,5c2aec0b47a717db8a410a6b1a7072da85950463ffa2758b5868b067c5742249
S3_MAN_C1_04.wav,S3,MAN,urgency,C1,10.601,16000,7fa1f4ebc0061969e3406c6b473a0bab0aaec8cf80850f27cf9f8de4727e429f
S3_MAN_C1_05.wav,S3,MAN,prior_verification,C1,11.455,16000,db8e6b5675bec139b87749fce900ba9c5e0cb6c156ad16a63be835bc388dc95f
S3_MAN_C1_06.wav,S3,MAN,authority_pressure,C1,11.711,16000,ed2ba1975995a77313f47cadea6b403d258e101b982b3a041adc3eda0a16b58d
S3_MAN_C1_07.wav,S3,MAN,authority_pressure,C1,10.772,16000,ad8892ceb147e7823f234e3731038793c8b2c9a9c62dde9417c6ba51f77157c4
S3_MAN_C1_08.wav,S3,MAN,prior_verification,C1,11.113,16000,ae21e14a068bca9839e0142c5ba5644494b7a5b74682ea9de1f49647e32604ee
S3_MAN_C1_09.wav,S3,MAN,confusion_framing,C1,11.711,16000,48fd4764c72b6813b59e14d79a6a1f1d4423d8f7c74a972b5164ece90e2f63c7
S3_MAN_C1_10.wav,S3,MAN,authority_pressure,C1,10.345,16000,fe9e41ae327e623c6bd12d4cbe710e8cdaf7d554e432855afe32ef141bc4705a
S3_MAN_C2_01.wav,S3,MAN,urgency,C2,13.693,16000,b7ee81107584586bc8354ec19e994855d619346fa2e9a4497ec0d8848ad40d5f
S3_MAN_C2_02.wav,S3,MAN,technical_bypass,C2,11.645,16000,b4e550f1de659d824d87d1cde56d5fbef9f5f4e6141ecb9322842a471bdc1695
S3_MAN_C2_03.wav,S3,MAN,authority_pressure,C2,14.717,16000,baa8e875f820903711df1d6cd17f6f27e238aaad6e8e8a94dbb02b61255000e5
S3_MAN_C2_04.wav,S3,MAN,prior_verification,C2,11.475,16000,497b56d3f33843c5cedab8766ab7c715df29755280c5d662c2a2be9262bbef2b
S3_MAN_C2_05.wav,S3,MAN,technical_bypass,C2,14.376,16000,4e366f002bde90414ffca8e7ed0a64443f0eb3cd454665b155e5eb26c071225d
S3_MAN_C2_06.wav,S3,MAN,technical_bypass,C2,12.157,16000,9be0b7c7fea3b3c452d6ddbf150561acfd055bb5d4dd5ad1ee4055929edf0721
S3_MAN_C2_07.wav,S3,MAN,confusion_framing,C2,16.083,16000,d66128b952cf98f9ff705069330bab904964b84a13eecf336c5698a5037db0c9
S3_MAN_C2_08.wav,S3,MAN,prior_verification,C2,10.28,16000,791319dac5d36dba9a55732c1ca2f4da09ac2487ee4e164173d6a04df5a3d1f3
S3_MAN_C2_09.wav,S3,MAN,urgency,C2,11.304,16000,e20a627b5668a6025f2abade32a60771daa1edd6bc3f5eb50cfa0e2b775036a4
S3_MAN_C2_10.wav,S3,MAN,urgency,C2,14.035,16000,a952467c121e955d85bbe1ebff50b434913fbb874ffc7b546f0a2f310b07371e
S3_MAN_C3_01.wav,S3,MAN,escalation_threat,C3,10.687,16000,0081b02d3882a2c4ea2094afbd2b4428cacce8d645ca1154e8fab785788b7d56
S3_MAN_C3_02.wav,S3,MAN,familiarity_claim,C3,11.113,16000,fded4bf404ca24795f4f7b0706f894a71b9f364db93365a9a17ad90278e83c7d
S3_MAN_C3_03.wav,S3,MAN,escalation_threat,C3,10.601,16000,0aac726fd6eeca83025f3c7b214b92da10ccffdae765c8893d0431314f12ffcb
S3_MAN_C3_04.wav,S3,MAN,authority_pressure,C3,10.687,16000,24505b2a6bd6a5ef6e852d5a4393c4883cec994de224713516dc0f7c12e48134
S3_MAN_C3_05.wav,S3,MAN,emotional_appeal,C3,9.919,16000,f36b0f6ad7d897453fa62ec3a313fddcf940c0f26fb4ba13adaa6b41f06f876e
S3_MAN_C3_06.wav,S3,MAN,authority_pressure,C3,8.639,16000,a403fa971b06e164e7c6d5ea5493264a353f41ed5ec518574ed34f5905a0fb16
S3_MAN_C3_07.wav,S3,MAN,escalation_threat,C3,9.321,16000,6262ef78bfb39fc00b43647ee68b6637c0d1e8684fe59bacca22b9898fd166a5
S3_MAN_C3_08.wav,S3,MAN,authority_pressure,C3,8.127,16000,49146f483c4b9424cdf028e712b8390a024c2134c7756659ca08151b6cb164a7
S3_MAN_C3_09.wav,S3,MAN,familiarity_claim,C3,9.236,16000,62c12917e1e1ccd035632028204f207db6a23335d1825074fe4d78529533490e
S3_MAN_C3_10.wav,S3,MAN,urgency,C3,9.236,16000,c44e1f19e71f0c5e21f61cac368442336e8c29f49bc31c8cb3b1ae17a34476b6
S4_IMP_C1_01.wav,S4,IMP,direct_claim,C1,8.261,16000,c8898e5df6c6afece9d1f9e5f40cc10e7d1e95de3f39a4c5659d4ffe77a9e156
S4_IMP_C1_02.wav,S4,IMP,direct_claim,C1,5.742,16000,6867ee2447f29ffd91f5025e02e4dde7ecfbc548456dbbc4e688658c9582b556
S4_IMP_C1_03.wav,S4,IMP,direct_claim,C1,5.491,16000,1289b37c7bea2ee5cb8096a28e749d931e92c376afe0338973e164e9bd68c396
S4_IMP_C1_04.wav,S4,IMP,direct_claim,C1,7.102,16000,0ced57ec010f994538afacdccba5883475e8ec2819dd1f47d88521316a4b1746
S4_IMP_C1_05.wav,S4,IMP,direct_claim,C1,6.901,16000,47ffa9470b27bba3f3d8ebc6ee6026212a05a746325915608b2f7204394560db
S4_IMP_C1_06.wav,S4,IMP,direct_claim,C1,6.851,16000,9dd6b9f29b0348924d4feeec237eb6310f1a7c9529448a359c5a1f5e86787eba
S4_IMP_C1_07.wav,S4,IMP,direct_claim,C1,4.332,16000,4adc7f71e37950b36a634978a45ba7044a5e75ca7e894d402155c4e0e20aa767
S4_IMP_C2_01.wav,S4,IMP,direct_claim,C2,9.974,16000,3dc69487cf3d83ef77afd1b0063422e4dc7a6bdc8920ff2222122374bc1dfebd
S4_IMP_C2_02.wav,S4,IMP,direct_claim,C2,9.42,16000,0e6e40fc93fb1fac3455437a377ba1b0987aba0de02a1d39c19d58246407cb92
S4_IMP_C2_03.wav,S4,IMP,direct_claim,C2,7.405,16000,eb64beb1522f2b44444aad7f841a0e7ff79472fa65b3f883f719d6aff0827d55
S4_IMP_C2_04.wav,S4,IMP,direct_claim,C2,8.865,16000,b117e09aa30e2139de6a2ef7545ab1a008c259fc5add0114be1d9f65ead09fa2
S4_IMP_C2_05.wav,S4,IMP,direct_claim,C2,9.017,16000,78297f8c4adb7352da2c7c316dae8705fdbc043344b06dd7bb110a1b23dc78c7
S4_IMP_C2_06.wav,S4,IMP,direct_claim,C2,8.714,16000,ae187e62ea74688c2664e25f8fb51d946d04102b39b91dc49e98382fb272c387
S4_IMP_C2_07.wav,S4,IMP,direct_claim,C2,8.362,16000,534c4518db41ea557e97d5c92781730eb40a3e6722787ec0681a0d84231004cc
S4_IMP_C3_01.wav,S4,IMP,direct_claim,C3,7.203,16000,58af0d6ba287e16b727915c3ec78d0efffb34b93eb8305dc9aa3be2f163d6a5c
S4_IMP_C3_02.wav,S4,IMP,direct_claim,C3,5.642,16000,69aed39f5efd5ed41dcd6b11a5808662994f1b00309b31afac4c2e56588439ae
S4_IMP_C3_03.wav,S4,IMP,direct_claim,C3,6.649,16000,f457c9fabcb633534b706ff3974716249b94fe258ccb606a1d7ef8a3a363818c
S4_IMP_C3_04.wav,S4,IMP,direct_claim,C3,7.203,16000,fa47958ec39f3929c8f9bcc7a8304a08e8e0fd7351734cfc8999738a670d5d29
S4_IMP_C3_05.wav,S4,IMP,direct_claim,C3,5.793,16000,4ac3b69ccfb55942e339482463a5ebe37de9a8a75224e1e8c32f5a347a3f7ee5
S4_IMP_C3_06.wav,S4,IMP,direct_claim,C3,6.649,16000,f3d65aff0af772e75a554595dbc29615b27703fc7b3e49053e306afa08fb39b6
S4_IMP_C3_07.wav,S4,IMP,direct_claim,C3,7.354,16000,6bb8b193301fa9519fdf1f75d05da3006d38a9a59d4d359a1b31989e75fab4b2
S5_MAN_C1_AUT_01.wav,S5,MAN,authority_pressure,C1,8.212,16000,e239159f6dbf72013693f2355d028f7d0c67e628ce328e47a4911f8cbf244999
S5_MAN_C1_AUT_02.wav,S5,MAN,authority_pressure,C1,7.529,16000,12cc22dcfd7b8c5c3740c4837d8492ed612b5622916777f75d91a5fd0d3bbaa7
S5_MAN_C1_AUT_03.wav,S5,MAN,authority_pressure,C1,8.212,16000,cb7a7db90415b2c5b61041884198b37c3a3f7db35bae3567722f406d6e9ffa3d
S5_MAN_C1_AUT_04.wav,S5,MAN,authority_pressure,C1,6.079,16000,15ac802ccca0f27428c7726b642054d3cf1eb92f17c07c6901d0708c0ad6da54
S5_MAN_C1_AUT_05.wav,S5,MAN,authority_pressure,C1,7.956,16000,63dc59f5fd25056cb491ba05b4390cd7d1810affdc958c7762d8d7eb5ea0c516
S5_MAN_C1_AUT_06.wav,S5,MAN,authority_pressure,C1,5.737,16000,774f7a630588ac7af3f453e0d0970745ebc99da8018c9bbd41e36079f32e6b0c
S5_MAN_C1_AUT_07.wav,S5,MAN,authority_pressure,C1,12.393,16000,def2b3237dbe7aeff9bd5c12e1fdf475e6becf99a0c9543a9d2d905a74ea5a1e
S5_MAN_C1_AUT_08.wav,S5,MAN,authority_pressure,C1,6.42,16000,2418953476149f5d7660e0365b6fd913100f5227d3189f16ff7d89227003b6e2
S5_MAN_C1_AUT_09.wav,S5,MAN,authority_pressure,C1,11.881,16000,8cee5d1b44487f79ec738094dbaee141240c02358f9bb9ad3d05cb392e41ae79
S5_MAN_C1_PRI_01.wav,S5,MAN,prior_verification,C1,8.809,16000,b673f2323fe688bc27bfef4572217de07194f431084e2931e93e6f3976f4da4b
S5_MAN_C1_PRI_02.wav,S5,MAN,prior_verification,C1,10.089,16000,652b6dfdf489c61ef782f122d3917ab78b270afc8f07b75cc15a9062df81bc1e
S5_MAN_C1_PRI_03.wav,S5,MAN,prior_verification,C1,9.919,16000,947fdb685341e13c8f03a068a37aae06722253b6844f1888cdae8ce820f4c2d3
S5_MAN_C1_PRI_04.wav,S5,MAN,prior_verification,C1,8.468,16000,a35c47077796674d9d1ede98e25d4e386779c86254a78f1be022af956a266ea9
S5_MAN_C1_PRI_05.wav,S5,MAN,prior_verification,C1,9.065,16000,6a97b37944d667164c860044a54969dd25977000e9247bb3178a11d2df7d7940
S5_MAN_C1_PRI_06.wav,S5,MAN,prior_verification,C1,6.932,16000,2ade9a26623eadfb604a96765e39875f835de6795fe5b5dd23f614a2cc7ab4fa
S5_MAN_C1_PRI_07.wav,S5,MAN,prior_verification,C1,6.505,16000,911510bbd5c51de15d04ccb8645f6dda48bdbb199cb2b658d2a407809e7d4e34
S5_MAN_C1_URG_01.wav,S5,MAN,urgency,C1,6.847,16000,1d58d118247314705b164deb36691e6f97005781e1cbcf54f2b069d44a13db4b
S5_MAN_C1_URG_02.wav,S5,MAN,urgency,C1,9.748,16000,9ed1eaa6557460e52ef321bcb7702c2667ecc67676ac60ef4574d93280d81061
S5_MAN_C1_URG_03.wav,S5,MAN,urgency,C1,9.407,16000,2c54b613d78741c456a7013260d5318477c51d5f64dadbc0895dd2461fe3797c
S5_MAN_C1_URG_04.wav,S5,MAN,urgency,C1,9.151,16000,9bab4a626edbae8fb670b3f6e8bb280c2da47fd1614fc56a0168b8ee4f9f64fd
S5_MAN_C1_URG_05.wav,S5,MAN,urgency,C1,8.297,16000,de5f4790846cede2b516eaac7d978ceae9feff05fcb0460dea4f3531727dbfcc
S5_MAN_C1_URG_06.wav,S5,MAN,urgency,C1,8.468,16000,de3b20d6805973f704420253257c947e20bf76de50dd0503532e1db7e694fc85
S5_MAN_C1_URG_07.wav,S5,MAN,urgency,C1,6.761,16000,36fe9e0f9dacd477a714751adb6545b3ccebfd75455e70cddf580226e9606c65
S5_MAN_C1_URG_08.wav,S5,MAN,urgency,C1,8.468,16000,e18ec46fb6b89d84b5740aa6da3f8fe020c7faa3fa89622964876fdf370aa522
S5_MAN_C2_AUT_01.wav,S5,MAN,authority_pressure,C2,11.52,16000,77f38702c2da396a65e1c2de21de4029d13481b3656d36cdd82121c17481fb09
S5_MAN_C2_AUT_02.wav,S5,MAN,authority_pressure,C2,12.1,16000,68ae251d9ef1b5bf7d1f12c62781830be519c329a92470b46ca4394b40400620
S5_MAN_C2_AUT_03.wav,S5,MAN,authority_pressure,C2,10.91,16000,ada282bd150ae25c948a212a108052106d931bbac05b252ce3c9adf12d7817b7
S5_MAN_C2_AUT_04.wav,S5,MAN,authority_pressure,C2,11.56,16000,42920e72b4850bc5deef0e175db3c6ea30271fe857e465ea727678d21f8133b8
S5_MAN_C2_AUT_05.wav,S5,MAN,authority_pressure,C2,10.4,16000,532b4a6ac024ae36aa619ea189b3e87e9f6626722e1353ed2570ea7f062e74f3
S5_MAN_C2_AUT_06.wav,S5,MAN,authority_pressure,C2,12.43,16000,5baedeeb1a70f6763bacd2bf088d6e0c773cd130ccbcc1785c3caf365e810d1b
S5_MAN_C2_AUT_07.wav,S5,MAN,authority_pressure,C2,12.365,16000,4cec28bea214233fe7314ca1023c20fe1852ee466aedecdb11ad00c8b5ea4b78
S5_MAN_C2_AUT_08.wav,S5,MAN,authority_pressure,C2,10.426,16000,d17334e4b47d300839a43536a1ede9593dadc4f391d31bca210ae57335e2cc9c
S5_MAN_C2_PRI_01.wav,S5,MAN,prior_verification,C2,12.418,16000,e1f8da92b216c2ae480b0ed3abb48a6c5c253907341da11c518b14b86af7824e
S5_MAN_C2_PRI_02.wav,S5,MAN,prior_verification,C2,12.186,16000,85200977787cebf240b687e08b638db7d162d08d093f1abbce18ca3341c7ac13
S5_MAN_C2_PRI_03.wav,S5,MAN,prior_verification,C2,8.82,16000,8c7182e1f38be3ba2cf6a7c7d9146d7e7569dd30cb2bb58387e41e8489b88964
S5_MAN_C2_PRI_04.wav,S5,MAN,prior_verification,C2,9.285,16000,aa9453921c250e13e335ef128b176cb239b73bf63386d715a15f8b3e9191fa07
S5_MAN_C2_PRI_05.wav,S5,MAN,prior_verification,C2,7.892,16000,43f304110815f21c3254a9cf7759c748de737df5bfaf0f5383ead56fc8a0e1ed
S5_MAN_C2_PRI_06.wav,S5,MAN,prior_verification,C2,9.981,16000,efd0253a449ee7d74d874b4b2aa4ba9f820b8bbe5fdb645b2fd85c42bcaa3159
S5_MAN_C2_PRI_07.wav,S5,MAN,prior_verification,C2,8.937,16000,307b6b51bc6e6ccad465c547344cf809504961a52639902b0bf7f0c5981056a8
S5_MAN_C2_URG_01.wav,S5,MAN,urgency,C2,6.98,16000,b573311c0a095695554fc93e9704a8efb31da2cd7862c5786f90f3b2a96eb62c
S5_MAN_C2_URG_02.wav,S5,MAN,urgency,C2,6.65,16000,16580be61e5812c8d070ec39331bc760c289c4e812f8653cc092d71545e2d486
S5_MAN_C2_URG_03.wav,S5,MAN,urgency,C2,8.97,16000,885a211511db7f227b325088f9d6162c5b4a82a8cae56a1b976cadbb0d9e5c1a
S5_MAN_C2_URG_04.wav,S5,MAN,urgency,C2,7.42,16000,1a51d17288bae141a7e162ec6f316977df93c6f2715876144fe3a0301c761a37
S5_MAN_C2_URG_05.wav,S5,MAN,urgency,C2,10.88,16000,db185de4750b79e6ea952e5b5e6ccf0b7cc1e305069836d6e2c5cf9dda406ec3
